UNIQUE_ID,State_Name,State_Abbrev,Date,Latitude,Longitude,Population,Act_Total_Cases,Act_Total_Deaths_Pct_Pop,Act_Total_Deaths_Per_Million,Act_Total_Deaths,Act_New_Cases,Act_New_Deaths,Est_Total_Deaths,Est_New_Cases,Estimated_New_Deaths,Ranking_ATDPM
Alaska_43891,Alaska,AK,2020-03-01,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,3,0,8
Alaska_43892,Alaska,AK,2020-03-02,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,5,0,8
Alaska_43893,Alaska,AK,2020-03-03,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,7,0,8
Alaska_43894,Alaska,AK,2020-03-04,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,10,0,8
Alaska_43895,Alaska,AK,2020-03-05,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,15,0,8
Alaska_43896,Alaska,AK,2020-03-06,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,21,0,8
Alaska_43897,Alaska,AK,2020-03-07,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,28,0,8
Alaska_43898,Alaska,AK,2020-03-08,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,37,0,8
Alaska_43899,Alaska,AK,2020-03-09,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,46,0,8
Alaska_43900,Alaska,AK,2020-03-10,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,55,0,8
Alaska_43901,Alaska,AK,2020-03-11,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,64,0,8
Alaska_43902,Alaska,AK,2020-03-12,66.16,-153.37,734002,0,0.0000,0.00,0,0,0,0,73,0,8
Alaska_43903,Alaska,AK,2020-03-13,66.16,-153.37,734002,1,0.0000,0.00,0,1,0,0,79,0,8
Alaska_43904,Alaska,AK,2020-03-14,66.16,-153.37,734002,1,0.0000,0.00,0,0,0,0,84,0,8
Alaska_43905,Alaska,AK,2020-03-15,66.16,-153.37,734002,1,0.0000,0.00,0,0,0,0,87,0,8
Alaska_43906,Alaska,AK,2020-03-16,66.16,-153.37,734002,1,0.0000,0.00,0,0,0,0,87,0,8
Alaska_43907,Alaska,AK,2020-03-17,66.16,-153.37,734002,3,0.0000,0.00,0,2,0,0,85,0,8
Alaska_43908,Alaska,AK,2020-03-18,66.16,-153.37,734002,5,0.0000,0.00,0,2,0,0,82,0,8
Alaska_43909,Alaska,AK,2020-03-19,66.16,-153.37,734002,8,0.0000,0.00,0,3,0,0,77,0,8
Alaska_43910,Alaska,AK,2020-03-20,66.16,-153.37,734002,11,0.0000,0.00,0,3,0,0,71,0,8
Alaska_43911,Alaska,AK,2020-03-21,66.16,-153.37,734002,13,0.0000,0.00,0,2,0,0,64,0,8
Alaska_43912,Alaska,AK,2020-03-22,66.16,-153.37,734002,18,0.0000,0.00,0,5,0,0,57,0,8
Alaska_43913,Alaska,AK,2020-03-23,66.16,-153.37,734002,30,0.0000,0.00,0,12,0,0,50,0,8
Alaska_43914,Alaska,AK,2020-03-24,66.16,-153.37,734002,34,0.0000,0.00,0,4,0,0,44,0,8
Alaska_43915,Alaska,AK,2020-03-25,66.16,-153.37,734002,41,0.0000,0.00,0,7,0,0,37,0,8
Alaska_43916,Alaska,AK,2020-03-26,66.16,-153.37,734002,56,0.0000,0.00,0,15,0,1,32,0,8
Alaska_43917,Alaska,AK,2020-03-27,66.16,-153.37,734002,58,0.0000,0.00,0,2,0,1,27,0,8
Alaska_43918,Alaska,AK,2020-03-28,66.16,-153.37,734002,85,0.0000,1.36,1,27,1,1,23,0,8
Alaska_43919,Alaska,AK,2020-03-29,66.16,-153.37,734002,102,0.0000,1.36,1,17,0,2,19,0,8
Alaska_43920,Alaska,AK,2020-03-30,66.16,-153.37,734002,114,0.0000,1.36,1,12,0,2,17,0,8
Alaska_43921,Alaska,AK,2020-03-31,66.16,-153.37,734002,119,0.0000,1.36,1,5,0,3,14,0,8
Alaska_43922,Alaska,AK,2020-04-01,66.16,-153.37,734002,132,0.0000,1.36,1,13,0,3,12,1,8
Alaska_43923,Alaska,AK,2020-04-02,66.16,-153.37,734002,143,0.0000,1.36,1,11,0,4,11,1,8
Alaska_43924,Alaska,AK,2020-04-03,66.16,-153.37,734002,157,0.0000,4.09,3,14,2,4,10,1,8
Alaska_43925,Alaska,AK,2020-04-04,66.16,-153.37,734002,171,0.0000,4.09,3,14,0,5,9,1,8
Alaska_43926,Alaska,AK,2020-04-05,66.16,-153.37,734002,185,0.0000,4.09,3,14,0,5,9,1,8
Alaska_43927,Alaska,AK,2020-04-06,66.16,-153.37,734002,190,0.0000,1.36,1,5,-2,6,8,0,8
Alaska_43928,Alaska,AK,2020-04-07,66.16,-153.37,734002,213,0.0000,13.62,10,23,9,6,8,0,8
Alaska_43929,Alaska,AK,2020-04-08,66.16,-153.37,734002,226,0.0000,16.35,12,13,2,7,8,0,8
Alaska_43930,Alaska,AK,2020-04-09,66.16,-153.37,734002,235,0.0000,16.35,12,9,0,7,8,0,8
Alaska_43931,Alaska,AK,2020-04-10,66.16,-153.37,734002,246,0.0000,17.71,13,11,1,7,9,0,8
Alaska_43932,Alaska,AK,2020-04-11,66.16,-153.37,734002,257,0.0000,17.71,13,11,0,8,9,0,8
Alaska_43933,Alaska,AK,2020-04-12,66.16,-153.37,734002,272,0.0000,17.71,13,15,0,8,9,0,8
Alaska_43934,Alaska,AK,2020-04-13,66.16,-153.37,734002,277,0.0000,17.71,13,5,0,8,8,0,8
Alaska_43935,Alaska,AK,2020-04-14,66.16,-153.37,734002,285,0.0000,23.16,17,8,4,8,8,0,8
Alaska_43936,Alaska,AK,2020-04-15,66.16,-153.37,734002,293,0.0000,23.16,17,8,0,8,8,0,8
Alaska_43937,Alaska,AK,2020-04-16,66.16,-153.37,734002,300,0.0000,23.16,17,7,0,8,8,0,8
Alaska_43938,Alaska,AK,2020-04-17,66.16,-153.37,734002,309,0.0000,24.52,18,9,1,9,7,0,8
Alaska_43939,Alaska,AK,2020-04-18,66.16,-153.37,734002,314,0.0000,24.52,18,5,0,9,7,0,8
Alaska_43940,Alaska,AK,2020-04-19,66.16,-153.37,734002,319,0.0000,24.52,18,5,0,9,7,0,8
Alaska_43941,Alaska,AK,2020-04-20,66.16,-153.37,734002,321,0.0000,24.52,18,2,0,9,6,0,8
Alaska_43942,Alaska,AK,2020-04-21,66.16,-153.37,734002,329,0.0000,24.52,18,8,0,9,6,0,8
Alaska_43943,Alaska,AK,2020-04-22,66.16,-153.37,734002,335,0.0000,24.52,18,6,0,9,6,0,8
Alaska_43944,Alaska,AK,2020-04-23,66.16,-153.37,734002,337,0.0000,25.89,19,2,1,9,5,0,8
Alaska_43945,Alaska,AK,2020-04-24,66.16,-153.37,734002,339,0.0000,27.25,20,2,1,9,5,0,8
Alaska_43946,Alaska,AK,2020-04-25,66.16,-153.37,734002,339,0.0000,27.25,20,0,0,9,4,0,8
Alaska_43947,Alaska,AK,2020-04-26,66.16,-153.37,734002,340,0.0000,27.25,20,1,0,9,4,0,8
Alaska_43948,Alaska,AK,2020-04-27,66.16,-153.37,734002,345,0.0000,27.25,20,5,0,9,4,0,8
Alaska_43949,Alaska,AK,2020-04-28,66.16,-153.37,734002,351,0.0000,28.61,21,6,1,9,3,0,8
Alaska_43950,Alaska,AK,2020-04-29,66.16,-153.37,734002,355,0.0000,28.61,21,4,0,9,3,0,8
Alaska_43951,Alaska,AK,2020-04-30,66.16,-153.37,734002,355,0.0000,28.61,21,0,0,9,3,0,8
Alaska_43952,Alaska,AK,2020-05-01,66.16,-153.37,734002,364,0.0000,34.06,25,9,4,9,3,0,8
Alaska_43953,Alaska,AK,2020-05-02,66.16,-153.37,734002,365,0.0000,34.06,25,1,0,9,3,0,8
Alaska_43954,Alaska,AK,2020-05-03,66.16,-153.37,734002,368,0.0000,34.06,25,3,0,9,3,0,8
Alaska_43955,Alaska,AK,2020-05-04,66.16,-153.37,734002,370,0.0000,34.06,25,2,0,9,2,0,8
Alaska_43956,Alaska,AK,2020-05-05,66.16,-153.37,734002,371,0.0000,34.06,25,1,0,10,2,0,8
Alaska_43957,Alaska,AK,2020-05-06,66.16,-153.37,734002,372,0.0000,35.42,26,1,1,10,2,0,8
Alaska_43958,Alaska,AK,2020-05-07,66.16,-153.37,734002,374,0.0000,35.42,26,2,0,10,2,0,8
Alaska_43959,Alaska,AK,2020-05-08,66.16,-153.37,734002,377,0.0000,35.42,26,3,0,10,2,0,8
Alaska_43960,Alaska,AK,2020-05-09,66.16,-153.37,734002,378,0.0000,35.42,26,1,0,10,2,0,8
Alaska_43961,Alaska,AK,2020-05-10,66.16,-153.37,734002,379,0.0000,35.42,26,1,0,10,2,0,8
Alaska_43962,Alaska,AK,2020-05-11,66.16,-153.37,734002,379,0.0000,35.42,26,0,0,10,2,0,8
Alaska_43963,Alaska,AK,2020-05-12,66.16,-153.37,734002,383,0.0000,35.42,26,4,0,10,2,0,8
Alaska_43964,Alaska,AK,2020-05-13,66.16,-153.37,734002,383,0.0000,35.42,26,0,0,10,1,0,8
Alaska_43965,Alaska,AK,2020-05-14,66.16,-153.37,734002,383,0.0000,36.78,27,0,1,10,1,0,8
Alaska_43966,Alaska,AK,2020-05-15,66.16,-153.37,734002,388,0.0000,38.15,28,5,1,10,1,0,8
Alaska_43967,Alaska,AK,2020-05-16,66.16,-153.37,734002,388,0.0000,38.15,28,0,0,10,1,0,8
Alaska_43968,Alaska,AK,2020-05-17,66.16,-153.37,734002,388,0.0000,39.51,29,0,1,10,1,0,8
Alaska_43969,Alaska,AK,2020-05-18,66.16,-153.37,734002,388,0.0000,40.87,30,0,1,10,1,0,8
Alaska_43970,Alaska,AK,2020-05-19,66.16,-153.37,734002,400,0.0000,42.23,31,12,1,10,1,0,8
Alaska_43971,Alaska,AK,2020-05-20,66.16,-153.37,734002,401,0.0000,44.96,33,1,2,10,1,0,8
Alaska_43972,Alaska,AK,2020-05-21,66.16,-153.37,734002,401,0.0000,44.96,33,0,0,10,1,0,8
Alaska_43973,Alaska,AK,2020-05-22,66.16,-153.37,734002,403,0.0000,46.32,34,2,1,10,1,0,8
Alaska_43974,Alaska,AK,2020-05-23,66.16,-153.37,734002,407,0.0000,46.32,34,4,0,10,1,0,8
Alaska_43975,Alaska,AK,2020-05-24,66.16,-153.37,734002,407,0.0000,46.32,34,0,0,10,1,0,8
Alaska_43976,Alaska,AK,2020-05-25,66.16,-153.37,734002,408,0.0000,47.68,35,1,1,10,1,0,8
Alaska_43977,Alaska,AK,2020-05-26,66.16,-153.37,734002,410,0.0000,47.68,35,2,0,10,1,0,8
Alaska_43978,Alaska,AK,2020-05-27,66.16,-153.37,734002,411,0.0000,39.51,29,1,-6,10,1,0,8
Alaska_43979,Alaska,AK,2020-05-28,66.16,-153.37,734002,424,0.0000,49.05,36,13,7,10,1,0,8
Alaska_43980,Alaska,AK,2020-05-29,66.16,-153.37,734002,429,0.0000,49.05,36,5,0,10,1,0,8
Alaska_43981,Alaska,AK,2020-05-30,66.16,-153.37,734002,433,0.0000,49.05,36,4,0,10,1,0,8
Alaska_43982,Alaska,AK,2020-05-31,66.16,-153.37,734002,459,0.0000,49.05,36,26,0,10,1,0,8
Alaska_43983,Alaska,AK,2020-06-01,66.16,-153.37,734002,466,0.0000,49.05,36,7,0,10,1,0,8
Alaska_43984,Alaska,AK,2020-06-02,66.16,-153.37,734002,486,0.0001,50.41,37,20,1,10,1,0,8
Alaska_43985,Alaska,AK,2020-06-03,66.16,-153.37,734002,504,0.0001,50.41,37,18,0,10,1,0,8
Alaska_43986,Alaska,AK,2020-06-04,66.16,-153.37,734002,512,0.0001,50.41,37,8,0,10,1,0,8
Alaska_43987,Alaska,AK,2020-06-05,66.16,-153.37,734002,523,0.0001,50.41,37,11,0,10,1,0,8
Alaska_43988,Alaska,AK,2020-06-06,66.16,-153.37,734002,535,0.0001,50.41,37,12,0,10,1,0,8
Alaska_43989,Alaska,AK,2020-06-07,66.16,-153.37,734002,543,0.0001,50.41,37,8,0,10,1,0,8
Alabama_43891,Alabama,AL,2020-03-01,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,3,0,26
Alabama_43892,Alabama,AL,2020-03-02,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,7,0,26
Alabama_43893,Alabama,AL,2020-03-03,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,14,0,26
Alabama_43894,Alabama,AL,2020-03-04,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,24,0,26
Alabama_43895,Alabama,AL,2020-03-05,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,41,0,26
Alabama_43896,Alabama,AL,2020-03-06,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,64,0,26
Alabama_43897,Alabama,AL,2020-03-07,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,98,0,26
Alabama_43898,Alabama,AL,2020-03-08,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,142,0,26
Alabama_43899,Alabama,AL,2020-03-09,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,199,0,26
Alabama_43900,Alabama,AL,2020-03-10,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,266,0,26
Alabama_43901,Alabama,AL,2020-03-11,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,341,0,26
Alabama_43902,Alabama,AL,2020-03-12,32.32,-86.90,4908621,0,0.0000,0.00,0,0,0,0,421,0,26
Alabama_43903,Alabama,AL,2020-03-13,32.32,-86.90,4908621,5,0.0000,0.00,0,5,0,0,501,0,26
Alabama_43904,Alabama,AL,2020-03-14,32.32,-86.90,4908621,7,0.0000,0.00,0,2,0,0,578,0,26
Alabama_43905,Alabama,AL,2020-03-15,32.32,-86.90,4908621,11,0.0000,0.00,0,4,0,0,649,0,26
Alabama_43906,Alabama,AL,2020-03-16,32.32,-86.90,4908621,29,0.0000,0.00,0,18,0,0,710,0,26
Alabama_43907,Alabama,AL,2020-03-17,32.32,-86.90,4908621,39,0.0000,0.00,0,10,0,0,760,0,26
Alabama_43908,Alabama,AL,2020-03-18,32.32,-86.90,4908621,51,0.0000,0.00,0,12,0,0,799,0,26
Alabama_43909,Alabama,AL,2020-03-19,32.32,-86.90,4908621,78,0.0000,0.00,0,27,0,0,827,0,26
Alabama_43910,Alabama,AL,2020-03-20,32.32,-86.90,4908621,106,0.0000,0.00,0,28,0,0,847,0,26
Alabama_43911,Alabama,AL,2020-03-21,32.32,-86.90,4908621,131,0.0000,0.00,0,25,0,0,861,0,26
Alabama_43912,Alabama,AL,2020-03-22,32.32,-86.90,4908621,157,0.0000,0.00,0,26,0,0,870,0,26
Alabama_43913,Alabama,AL,2020-03-23,32.32,-86.90,4908621,196,0.0000,0.00,0,39,0,0,878,0,26
Alabama_43914,Alabama,AL,2020-03-24,32.32,-86.90,4908621,242,0.0000,0.00,0,46,0,0,885,0,26
Alabama_43915,Alabama,AL,2020-03-25,32.32,-86.90,4908621,381,0.0000,0.20,1,139,1,1,894,1,26
Alabama_43916,Alabama,AL,2020-03-26,32.32,-86.90,4908621,517,0.0000,0.20,1,136,0,1,905,0,26
Alabama_43917,Alabama,AL,2020-03-27,32.32,-86.90,4908621,587,0.0000,0.81,4,70,3,4,919,3,26
Alabama_43918,Alabama,AL,2020-03-28,32.32,-86.90,4908621,694,0.0000,0.81,4,107,0,4,936,0,26
Alabama_43919,Alabama,AL,2020-03-29,32.32,-86.90,4908621,825,0.0000,2.04,10,131,6,10,958,6,26
Alabama_43920,Alabama,AL,2020-03-30,32.32,-86.90,4908621,899,0.0000,2.04,10,74,0,10,983,0,26
Alabama_43921,Alabama,AL,2020-03-31,32.32,-86.90,4908621,987,0.0000,3.06,15,88,5,23,1013,13,26
Alabama_43922,Alabama,AL,2020-04-01,32.32,-86.90,4908621,1060,0.0000,5.50,27,73,12,27,1046,4,26
Alabama_43923,Alabama,AL,2020-04-02,32.32,-86.90,4908621,1233,0.0000,5.50,27,173,0,32,1082,5,26
Alabama_43924,Alabama,AL,2020-04-03,32.32,-86.90,4908621,1495,0.0000,7.74,38,262,11,38,1121,6,26
Alabama_43925,Alabama,AL,2020-04-04,32.32,-86.90,4908621,1614,0.0000,8.96,44,119,6,44,1162,6,26
Alabama_43926,Alabama,AL,2020-04-05,32.32,-86.90,4908621,1765,0.0000,9.17,45,151,1,45,1203,1,26
Alabama_43927,Alabama,AL,2020-04-06,32.32,-86.90,4908621,1952,0.0000,10.19,50,187,5,49,1246,4,26
Alabama_43928,Alabama,AL,2020-04-07,32.32,-86.90,4908621,2169,0.0000,13.24,65,217,15,64,1289,15,26
Alabama_43929,Alabama,AL,2020-04-08,32.32,-86.90,4908621,2328,0.0000,13.65,67,159,2,66,1330,2,26
Alabama_43930,Alabama,AL,2020-04-09,32.32,-86.90,4908621,2703,0.0000,14.46,71,375,4,70,1371,4,26
Alabama_43931,Alabama,AL,2020-04-10,32.32,-86.90,4908621,2947,0.0000,16.50,81,244,10,80,1409,10,26
Alabama_43932,Alabama,AL,2020-04-11,32.32,-86.90,4908621,3217,0.0000,18.95,93,270,12,92,1444,12,26
Alabama_43933,Alabama,AL,2020-04-12,32.32,-86.90,4908621,3563,0.0000,19.15,94,346,1,93,1476,1,26
Alabama_43934,Alabama,AL,2020-04-13,32.32,-86.90,4908621,3734,0.0000,20.37,100,171,6,99,1504,6,26
Alabama_43935,Alabama,AL,2020-04-14,32.32,-86.90,4908621,3953,0.0000,23.43,115,219,15,114,1528,15,26
Alabama_43936,Alabama,AL,2020-04-15,32.32,-86.90,4908621,4075,0.0000,24.24,119,122,4,118,1546,4,26
Alabama_43937,Alabama,AL,2020-04-16,32.32,-86.90,4908621,4345,0.0000,27.30,134,270,15,133,1559,15,26
Alabama_43938,Alabama,AL,2020-04-17,32.32,-86.90,4908621,4571,0.0000,30.35,149,226,15,148,1567,15,26
Alabama_43939,Alabama,AL,2020-04-18,32.32,-86.90,4908621,4712,0.0000,31.37,154,141,5,153,1569,5,26
Alabama_43940,Alabama,AL,2020-04-19,32.32,-86.90,4908621,4888,0.0000,32.19,158,176,4,157,1566,4,26
Alabama_43941,Alabama,AL,2020-04-20,32.32,-86.90,4908621,5079,0.0000,33.41,164,191,6,163,1557,6,26
Alabama_43942,Alabama,AL,2020-04-21,32.32,-86.90,4908621,5317,0.0000,37.49,184,238,20,183,1543,20,26
Alabama_43943,Alabama,AL,2020-04-22,32.32,-86.90,4908621,5593,0.0000,40.13,197,276,13,196,1526,13,26
Alabama_43944,Alabama,AL,2020-04-23,32.32,-86.90,4908621,5832,0.0000,41.36,203,239,6,202,1505,6,26
Alabama_43945,Alabama,AL,2020-04-24,32.32,-86.90,4908621,6026,0.0000,42.78,210,194,7,209,1482,7,26
Alabama_43946,Alabama,AL,2020-04-25,32.32,-86.90,4908621,6026,0.0000,42.78,210,0,0,209,1457,0,26
Alabama_43947,Alabama,AL,2020-04-26,32.32,-86.90,4908621,6421,0.0000,44.82,220,395,10,219,1432,10,26
Alabama_43948,Alabama,AL,2020-04-27,32.32,-86.90,4908621,6539,0.0000,46.65,229,118,9,228,1406,9,26
Alabama_43949,Alabama,AL,2020-04-28,32.32,-86.90,4908621,6750,0.0000,49.50,243,211,14,242,1382,14,26
Alabama_43950,Alabama,AL,2020-04-29,32.32,-86.90,4908621,6912,0.0001,52.36,257,162,14,256,1358,14,26
Alabama_43951,Alabama,AL,2020-04-30,32.32,-86.90,4908621,7088,0.0001,55.62,273,176,16,272,1335,16,26
Alabama_43952,Alabama,AL,2020-05-01,32.32,-86.90,4908621,7294,0.0001,59.08,290,206,17,289,1313,17,26
Alabama_43953,Alabama,AL,2020-05-02,32.32,-86.90,4908621,7611,0.0001,58.88,289,317,-1,288,1293,-1,26
Alabama_43954,Alabama,AL,2020-05-03,32.32,-86.90,4908621,7888,0.0001,59.28,291,277,2,290,1274,2,26
Alabama_43955,Alabama,AL,2020-05-04,32.32,-86.90,4908621,8112,0.0001,60.91,299,224,8,298,1255,8,26
Alabama_43956,Alabama,AL,2020-05-05,32.32,-86.90,4908621,8437,0.0001,64.38,316,325,17,315,1237,17,26
Alabama_43957,Alabama,AL,2020-05-06,32.32,-86.90,4908621,8691,0.0001,70.08,344,254,28,343,1220,28,26
Alabama_43958,Alabama,AL,2020-05-07,32.32,-86.90,4908621,9046,0.0001,75.38,370,355,26,369,1202,26,26
Alabama_43959,Alabama,AL,2020-05-08,32.32,-86.90,4908621,9385,0.0001,78.23,384,339,14,383,1185,14,26
Alabama_43960,Alabama,AL,2020-05-09,32.32,-86.90,4908621,9668,0.0001,79.66,391,283,7,390,1166,7,26
Alabama_43961,Alabama,AL,2020-05-10,32.32,-86.90,4908621,9889,0.0001,80.27,394,221,3,393,1147,3,26
Alabama_43962,Alabama,AL,2020-05-11,32.32,-86.90,4908621,10164,0.0001,82.30,404,275,10,403,1126,10,26
Alabama_43963,Alabama,AL,2020-05-12,32.32,-86.90,4908621,10464,0.0001,88.82,436,300,32,435,1104,32,26
Alabama_43964,Alabama,AL,2020-05-13,32.32,-86.90,4908621,10700,0.0001,91.88,451,236,15,450,1081,15,26
Alabama_43965,Alabama,AL,2020-05-14,32.32,-86.90,4908621,11101,0.0001,96.56,474,401,23,473,1055,23,26
Alabama_43966,Alabama,AL,2020-05-15,32.32,-86.90,4908621,11373,0.0001,98.81,485,272,11,483,1028,10,26
Alabama_43967,Alabama,AL,2020-05-16,32.32,-86.90,4908621,11674,0.0001,99.01,486,301,1,485,1000,2,26
Alabama_43968,Alabama,AL,2020-05-17,32.32,-86.90,4908621,11771,0.0001,99.62,489,97,3,488,972,3,26
Alabama_43969,Alabama,AL,2020-05-18,32.32,-86.90,4908621,12086,0.0001,99.82,490,315,1,489,949,1,26
Alabama_43970,Alabama,AL,2020-05-19,32.32,-86.90,4908621,12376,0.0001,102.88,505,290,15,504,932,15,26
Alabama_43971,Alabama,AL,2020-05-20,32.32,-86.90,4908621,13052,0.0001,106.55,523,676,18,522,920,18,26
Alabama_43972,Alabama,AL,2020-05-21,32.32,-86.90,4908621,13288,0.0001,107.97,530,236,7,529,911,7,26
Alabama_43973,Alabama,AL,2020-05-22,32.32,-86.90,4908621,13670,0.0001,110.42,542,382,12,541,906,12,26
Alabama_43974,Alabama,AL,2020-05-23,32.32,-86.90,4908621,14117,0.0001,112.05,550,447,8,549,898,8,26
Alabama_43975,Alabama,AL,2020-05-24,32.32,-86.90,4908621,14478,0.0001,112.46,552,361,2,551,890,2,26
Alabama_43976,Alabama,AL,2020-05-25,32.32,-86.90,4908621,14986,0.0001,115.51,567,508,15,566,882,15,26
Alabama_43977,Alabama,AL,2020-05-26,32.32,-86.90,4908621,15650,0.0001,118.36,581,664,14,580,874,14,26
Alabama_43978,Alabama,AL,2020-05-27,32.32,-86.90,4908621,16032,0.0001,118.97,584,382,3,583,869,3,26
Alabama_43979,Alabama,AL,2020-05-28,32.32,-86.90,4908621,16530,0.0001,120.60,592,498,8,591,867,8,26
Alabama_43980,Alabama,AL,2020-05-29,32.32,-86.90,4908621,17031,0.0001,124.47,611,501,19,610,866,19,26
Alabama_43981,Alabama,AL,2020-05-30,32.32,-86.90,4908621,17359,0.0001,126.10,619,328,8,618,866,8,26
Alabama_43982,Alabama,AL,2020-05-31,32.32,-86.90,4908621,17952,0.0001,128.55,631,593,12,630,868,12,26
Alabama_43983,Alabama,AL,2020-06-01,32.32,-86.90,4908621,18630,0.0001,131.40,645,678,14,646,869,16,26
Alabama_43984,Alabama,AL,2020-06-02,32.32,-86.90,4908621,18766,0.0001,132.83,652,136,7,653,871,7,26
Alabama_43985,Alabama,AL,2020-06-03,32.32,-86.90,4908621,18851,0.0001,132.83,652,85,0,653,871,0,26
Alabama_43986,Alabama,AL,2020-06-04,32.32,-86.90,4908621,19072,0.0001,132.83,652,221,0,653,872,0,26
Alabama_43987,Alabama,AL,2020-06-05,32.32,-86.90,4908621,19387,0.0001,137.11,673,315,21,676,871,23,26
Alabama_43988,Alabama,AL,2020-06-06,32.32,-86.90,4908621,20043,0.0001,139.75,686,656,13,689,869,13,26
Alabama_43989,Alabama,AL,2020-06-07,32.32,-86.90,4908621,20500,0.0001,140.37,689,457,3,690,866,8,26
Arkansas_43891,Arkansas,AR,2020-03-01,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,7,0,9
Arkansas_43892,Arkansas,AR,2020-03-02,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,12,0,9
Arkansas_43893,Arkansas,AR,2020-03-03,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,18,0,9
Arkansas_43894,Arkansas,AR,2020-03-04,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,26,0,9
Arkansas_43895,Arkansas,AR,2020-03-05,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,36,0,9
Arkansas_43896,Arkansas,AR,2020-03-06,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,50,0,9
Arkansas_43897,Arkansas,AR,2020-03-07,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,65,0,9
Arkansas_43898,Arkansas,AR,2020-03-08,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,81,0,9
Arkansas_43899,Arkansas,AR,2020-03-09,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,99,0,9
Arkansas_43900,Arkansas,AR,2020-03-10,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,115,0,9
Arkansas_43901,Arkansas,AR,2020-03-11,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,131,0,9
Arkansas_43902,Arkansas,AR,2020-03-12,34.80,-92.20,3038999,0,0.0000,0.00,0,0,0,0,145,0,9
Arkansas_43903,Arkansas,AR,2020-03-13,34.80,-92.20,3038999,9,0.0000,0.00,0,9,0,0,156,0,9
Arkansas_43904,Arkansas,AR,2020-03-14,34.80,-92.20,3038999,12,0.0000,0.00,0,3,0,0,165,0,9
Arkansas_43905,Arkansas,AR,2020-03-15,34.80,-92.20,3038999,3,0.0000,0.00,0,-9,0,0,172,0,9
Arkansas_43906,Arkansas,AR,2020-03-16,34.80,-92.20,3038999,3,0.0000,0.00,0,0,0,0,178,0,9
Arkansas_43907,Arkansas,AR,2020-03-17,34.80,-92.20,3038999,3,0.0000,0.00,0,0,0,0,182,0,9
Arkansas_43908,Arkansas,AR,2020-03-18,34.80,-92.20,3038999,4,0.0000,0.00,0,1,0,0,184,0,9
Arkansas_43909,Arkansas,AR,2020-03-19,34.80,-92.20,3038999,62,0.0000,0.00,0,58,0,0,187,0,9
Arkansas_43910,Arkansas,AR,2020-03-20,34.80,-92.20,3038999,100,0.0000,0.00,0,38,0,0,189,0,9
Arkansas_43911,Arkansas,AR,2020-03-21,34.80,-92.20,3038999,122,0.0000,0.00,0,22,0,0,191,0,9
Arkansas_43912,Arkansas,AR,2020-03-22,34.80,-92.20,3038999,165,0.0000,0.00,0,43,0,0,194,0,9
Arkansas_43913,Arkansas,AR,2020-03-23,34.80,-92.20,3038999,192,0.0000,0.00,0,27,0,0,196,0,9
Arkansas_43914,Arkansas,AR,2020-03-24,34.80,-92.20,3038999,219,0.0000,0.33,1,27,1,2,199,2,9
Arkansas_43915,Arkansas,AR,2020-03-25,34.80,-92.20,3038999,280,0.0000,0.66,2,61,1,2,203,0,9
Arkansas_43916,Arkansas,AR,2020-03-26,34.80,-92.20,3038999,335,0.0000,0.66,2,55,0,2,206,0,9
Arkansas_43917,Arkansas,AR,2020-03-27,34.80,-92.20,3038999,381,0.0000,0.66,2,46,0,3,211,1,9
